newest_id	lat_lng	typename	typename1	name	gps	pure_distance	cityname
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	专科医院	医疗保健服务;专科医院;口腔医院	深圳郑艳雄口腔诊所	113.895996,22.575203	2.6407601968578307	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	专科医院	医疗保健服务;专科医院;口腔医院	同步齿科	113.881902,22.580121	2.6716693447578352	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	专科医院	医疗保健服务;专科医院;口腔医院	深圳同丰口腔门诊部	113.881907,22.580010	2.680963298881515	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	专科医院	医疗保健服务;专科医院;口腔医院	伊莲齿科	113.893237,22.574993	2.702054652381357	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	专科医院	医疗保健服务;专科医院;口腔医院	王光涛口腔诊所	113.893154,22.574881	2.7158346842569046	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	专科医院	医疗保健服务;诊所;诊所|医疗保健服务;专科医院;专科医院	陈家建中医内科诊所	113.898238,22.574345	2.7267345863811236	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	专科医院	医疗保健服务;专科医院;口腔医院	同步齿科	113.894957,22.574342	2.7463935362251592	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	专科医院	医疗保健服务;专科医院;专科医院|医疗保健服务;诊所;诊所	朱秀梅西医内科诊所	113.871447,22.602319	2.767756827508412	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	专科医院	医疗保健服务;专科医院;口腔医院	深圳黎钧口腔诊所	113.882768,22.576501	2.946652962080589	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	专科医院	医疗保健服务;专科医院;口腔医院	深圳古碧华口腔诊所	113.911060,22.575145	2.954611549835468	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	专科医院	医疗保健服务;专科医院;口腔医院	深圳国财口腔诊所	113.904223,22.572804	2.964503170678411	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	专科医院	医疗保健服务;专科医院;口腔医院	弘雅口腔	113.893468,22.572479	2.972130483007413	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	专科医院	医疗保健服务;专科医院;口腔医院	弘和口腔	113.906352,22.573211	2.9751932850942153	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	酒店	住宿服务;宾馆酒店;宾馆酒店	深圳来休酒店	113.887929,22.598997	1.0480786057809977	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	酒店	住宿服务;宾馆酒店;宾馆酒店	深圳联创酒店	113.887794,22.599835	1.0662828348379276	深圳市
