"area"
		
""
"0"
"10"
"10000.53"
"1001.72"
"1002.13"
"1002.24"
"10026.36"
"10048.99"
"10079.76"
"1008.21"
"10085.08"
"10089.36"
"10097.82"
"10099.45"
"1010.58"
"10108.15"
"10116.99"
"10121.29"
"10141.57"
"10144.96"
"10159"
"10161.4"
"10170.6"
"10171.56"
"10173.88"
"10176.41"
"10180.14"
"10181.5"
"10182.88"
"10184.16"
"10184.2"
"10194.02"
"10199.62"
"10208.17"
"10215.64"
"10215.66"
"10234.8"
"10236.37"
"1024.6"
"10243.54"
"10248.59"
"10250.9"
"1026.24"
"10261.21"
"10270.94"
"10274"
"10275.5"
"10280.62"
"10282.6"
"10283"
"10283.44"
"10283.48"
"10287"
"10288.04"
"10288.6"
"10292"
"10295"
"10299.82"
"103"
"10304.78"
"10312.93"
"10318.96"
"10323.38"
"10326.11"
"10333.11"
"1034.64"
"10353.41"
"10355.9"
"10361.05"
"10362.25"
"10367.04"
"10375.36"
"10384.48"
"10386.2"
"10393.32"
"10399.01"
"1040.51"
"1040.78"
"1040.84"
"10400"
"104030.43"
"1042.11"
"1042.63"
"10421"
"10432.72"
"10434.16"
"10436.43"
"10452.3"
"10452.39"
"10457.46"
"10466.82"
"10468.71"
"10480.6"
"10481"
"10491.76"
"10492.02"
"10495"
"10496.16"
"10496.64"
"10515.4"
"10537.02"
"1054.06"
"10550.45"
"10554.97"
"10567"
"10568.99"
"10572.89"
"10582"
"10584.76"
"1059.8"
"1059.91"
"10594.8"
"10607.76"
"1062.55"
"10640.44"
"10648.75"
"10650.18"
"10653.4"
"10653.68"
"10660.41"
"10662.6"
"10668.92"
"10670.7"
"10672.5"
"10676.27"
"10680"
"10681.12"
"10699.66"
"10702.38"
"10724.52"
"1074.31"
"10741.1"
"10742.48"
"10743"
"10746.36"
"10747.67"
"10751.03"
"10759.13"
"10762.81"
"10770.89"
"10775.23"
"10776.49"
"10778.02"
"10784.64"
"10786.78"
"10791"
"10800"
"10810.46"
"10811.49"
"10814.11"
"10825.64"
"10835.22"
"10847.66"
"10851.16"
"10851.55"
"10851.87"
"10852.2"
"10860.94"
"10864"
"10869.74"
"10876"
"10881.4"
"10885"
"10889.05"
"10904.6"
"10908.85"
"10925.71"
"10935.77"
"10938.82"
"10940.02"
"10944.38"
"10944.88"
"10947.81"
"10948.74"
"10950"
"10952.55"
"10969"
"1098.48"
"10982.76"
"10990.98"
"10993.73"
"10994.78"
"1100.45"
"11003.47"
"11008.12"
"11011"
"11012.36"
"11012.49"
"11013.31"
"11013.92"
"11015.37"
"11016.86"
"11017.19"
"11025.28"
"11026.47"
"11033.52"
"11045.59"
"1105.63"
"11055.89"
"11063.87"
"11069.63"
"11070.5"
"11073.96"
"11079.03"
"11083.58"
"11087.69"
"11102.58"
"11112.65"
"1112.7"
"11122.8"
"11148.33"
"11149.39"
"11160.6"
"11161.21"
"11163.62"
"11167.7"
"11182.3"
"11192.28"
"11193.81"
"11196"
"11204.2"
"11206.76"
"11211"
"11217.6"
"11224"
"11243.35"
"11243.72"
"11249"
"11249.15"
"1125.43"
"1125.92"
"11260"
"11273.5"
"11274"
"11278.1"
"11278.3"
"11279.54"
"11282.32"
