id    |ods_id|ods_table_name        |city_id|newest_id                       |newest_name       |address                          |lnglat                |poi_num|dr |create_time          |update_time          |
100312|      |dws_db.dws_newest_info|410100 |09406eb41bbfadb97743c954ec79d1ce|汇泽国际城             |淮阳路与许昌路交叉口向东200米                 |113.3013140,34.8009420|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100313|      |dws_db.dws_newest_info|460200 |09421e54403440b87cf901e78028f22e|宝铂汇光              |海南省三亚市吉阳区抱坡路                     |109.5151840,18.3077720|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100314|      |dws_db.dws_newest_info|330400 |09422d9c6d4dd5461125f40b553cec08|水云庄园              |海盐县武原镇海兴中路以北，长安北路以西              |120.9460260,30.5575270|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100315|      |dws_db.dws_newest_info|510100 |094368f59195126937768573a24d9675|万峰城A区依云谷          |简城街东城新区妇幼保健院对面                   |104.1004680,30.6393940|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100316|      |dws_db.dws_newest_info|330100 |0945239605eba29d42b2d2877a690de2|瑞麒时代              |余杭运河新城勾运路和上塘高架交界处                |120.1517720,30.3043790|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100317|      |dws_db.dws_newest_info|320500 |0946084299caf34f1f12849bea97ccce|瑞景国际              |吴江吴江思贤路588号                      |120.6457690,31.1239740|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100318|      |dws_db.dws_newest_info|330400 |094660e4a982a16d05b7de2ffda84883|碧桂园山湖源著           |南湾路碧桂园山湖源著                       |121.1001930,30.6203850|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100319|      |dws_db.dws_newest_info|510100 |0947ad37da7ae52d4221c60e0f771d96|港龙美的未来映           |双楠大道中段奥特莱斯旁（地铁3号线龙桥路旁）           |103.9354134,30.6147163|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100320|      |dws_db.dws_newest_info|441900 |094a27e22dcd2e9f3252b46750dd38fc|金域中央              |东莞大道与黄金路交汇处                      |113.7205430,22.9708780|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100321|      |dws_db.dws_newest_info|442000 |094a36546e442de0541d15a0ed3d0970|中澳滨河湾             |悦来南路34号                          |113.3649700,22.4996070|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100322|      |dws_db.dws_newest_info|410100 |094ef39ff214eb766bd0702e2937d067|郑州恒大嵩岳桃花源         |大禹路与禅武大道交汇处                      |113.0167600,34.4685100|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100323|      |dws_db.dws_newest_info|500000 |094fd3725087877634c256ad9045dde2|渝发-香堤澜湾           |长寿桃花新城渡舟加气站前行100米(重钢朵力7号旁)       |107.0776630,29.8629090|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100324|      |dws_db.dws_newest_info|310000 |0952230535ba4009c8b6bf61b249c931|文通拾里间             |曹安公路2831弄                        |121.3214560,31.2636880|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100325|      |dws_db.dws_newest_info|441900 |09560627346ced8861cc7815d85be4de|德洲城               |塘厦林村林中路1号                        |114.0861110,22.8368270|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100326|      |dws_db.dws_newest_info|370100 |09569633790aff5d8e45677bee9e1388|绿地新里璞园            |济泺路与泺安路交汇处东北角                    |116.9949840,36.7115140|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100327|      |dws_db.dws_newest_info|610100 |09592d76128588af63d5ec005ef8d95c|金地格林格林            |大寨路与丈八北路交汇处（售楼地址：高新路电信大厦1层）      |108.8721850,34.2451830|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100328|      |dws_db.dws_newest_info|360100 |0959d7156f46f174aa0d8a1ae4f701a2|哈佛园               |幸福北路与霁亭路交汇处                      |115.8183810,28.7059710|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100329|      |dws_db.dws_newest_info|320500 |095b9205eaab5f26352c65fed623493e|新苑村               |长兴街94号                           |120.6226190,31.2645480|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100330|      |dws_db.dws_newest_info|330100 |095f3e5778a2c4c6255f8292858f9118|禹洲蜀山项目            |通惠路西侧，规划南三路南侧，姚江河北侧，王有史直河东侧      |120.2804430,30.1362130|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
