address,building_code,city_name,developers_name,issue_code,issue_date,newest_name,open_date,property_type,rooms_url,sale_address
於潜镇,9,杭州市,杭州融旺房地产开发有限公司,临售许字（2020）第00113号,2020-03-18,桦之水府,2020-03-18,住宅,http://www.tmsf.com/newhouse/presell_330191_1237585985_6937963.htm,
竞潮路与萧清大道交叉口（惠立学校旁）,"12,1,2,3,4,5,6,7,8,9,10,11",杭州市,杭州科筑投资开发有限公司,萧售许字（2020）第00110号,2020-03-17,湖悦江南院,2020-03-17,商业、办公,http://www.tmsf.com/newhouse/presell_330181_1258836033_25323866.htm,杭州市萧山区竞潮路与萧清大道交叉口（惠立学校旁）
临安区锦北街道北排街与平山路交叉口（西林小学旁）,1,杭州市,杭州嘉珺房地产开发有限公司,临售许字（2020）第00109号,2020-03-17,雅境公寓,2020-03-17,住宅,http://www.tmsf.com/newhouse/presell_330191_1227370641_6937854.htm,临安区锦北街道北排街与平山路交叉口（祥和嘉苑对面）
临安区锦北街道北排街与平山路交叉口（西林小学旁）,2,杭州市,杭州嘉珺房地产开发有限公司,临售许字（2020）第00108号,2020-03-17,雅境公寓,2020-03-17,住宅,http://www.tmsf.com/newhouse/presell_330191_1227370641_6937783.htm,临安区锦北街道北排街与平山路交叉口（祥和嘉苑对面）
杭州钱江世纪城盈丰路与金鸡路交叉口（地铁2号线盈丰路站旁）,"33、34,12",杭州市,杭州保泓房地产开发有限公司,萧售许字（2020）第00107号,2021-12-21,澄之华庭,2020-03-17,住宅，商业,http://www.tmsf.com/newhouse/presell_330181_1175604854_25323544.htm,杭州萧山区皓月路与民和路交叉口
风情大道和南四路交叉口往东500米,"4,2",杭州市,杭州融晅房地产开发有限公司,萧售许字（2020）第00106号,2020-03-17,湖悦章府,2020-03-17,住宅、商业,http://www.tmsf.com/newhouse/presell_330181_1170290636_25323468.htm,风情大道和南四路交叉口往东500米
杭州市富阳区东洲江滨东大道首创奥特莱斯北侧,"20,3,8,14",杭州市,杭州涌都房地产开发有限公司,富售许字(2020)第008号,2020-03-16,怀石雅苑/春上雅庐,2020-03-16,住宅,http://www.tmsf.com/newhouse/presell_330187_879422612_4280209.htm,杭州市富阳区东洲江滨东大道首创奥特莱斯北侧200米
杭州市钱塘新区青六路与北二路交叉口,"22幢,21幢,31幢,30幢,17幢,23幢",杭州市,杭州市融伦置业有限公司,杭售许字(2020)第003003号,2020-07-07,融智创城,2020-03-16,住宅，商贸，写字楼,http://www.tmsf.com/newhouse/presell_33_1196591265_1257283566.htm,杭州市钱塘新区青六路与北一路交叉口（在建中）
萧山区东思线与浦南路交叉口,50,杭州市,杭州融泓政房地产开发有限公司,萧售许字（2020）第00105号,2020-03-16,森与海之城,2020-03-16,住宅,http://www.tmsf.com/newhouse/presell_330181_1198445886_25323332.htm,萧山区东思线与浦南路交叉口
博奥路与平澜路交叉口,5,杭州市,杭州保亿奥体置业有限公司,萧售许字（2020）第00104号,2022-06-23,奥景名邸,2020-03-16,住宅 商铺 写字楼,http://www.tmsf.com/newhouse/presell_330181_430818417_25323118.htm,金鸡路与平澜路交叉口
杭州市临平区东湖街道兴国路8号,13,杭州市,杭州润昕置业有限公司,余售许字（2020）第00083号,2020-03-16,御清城,2020-03-16,住宅,http://www.tmsf.com/newhouse/presell_330184_1171235808_12573701.htm,杭州市临平区东湖街道兴国路8号
临平区崇杭街与崇锦路交汇处,"6,5",杭州市,杭州承惠房地产开发有限公司,余售许字（2020）第00082号,2020-03-16,源翠府,2020-03-16,住宅,http://www.tmsf.com/newhouse/presell_330184_1195034882_12573582.htm,临平区崇杭街与尚贤路交汇处
建华路与五号港路交叉口,"17幢,20幢,16幢",杭州市,杭州星日房地产开发有限公司,杭售许字(2020)第000011号,2020-03-13,汇港城,2020-03-16,住宅,http://www.tmsf.com/newhouse/presell_33_500800198_1257405979.htm,兴建路与三官塘路交叉口
杭州市江干区地铁七堡站向西约400米,"21幢,4幢",杭州市,杭州锦府置业有限公司,杭售许字(2020)第000010号,2020-03-13,棠玥湾,2020-03-16,住宅,http://www.tmsf.com/newhouse/presell_33_1199921387_1257403192.htm,杭州市江干区九和路与六堡路交汇处（地铁七堡站向西约400米）
杭州市环站东路与花园兜街交叉口,"10幢,6幢,15幢,13幢",杭州市,杭州龙誉投资管理有限公司,杭售许字(2020)第000009号,2020-03-13,皓玉府,2020-03-16,住宅,http://www.tmsf.com/newhouse/presell_33_1179284424_1257403263.htm,杭州市环站东路与花园兜街交叉口
杭州余杭区文二西路转入荆长大道（五常小学旁）,"23,1,10,2,3,4,5,6,7,8,9",杭州市,杭骏置业（杭州）有限公司,余售许字（2020）第00077号,2020-03-15,耦园,2020-03-15,住宅,http://www.tmsf.com/newhouse/presell_330184_406320701_12573472.htm,杭州余杭区文二西路转入荆长大道（五常小学旁）
杭州市临平区望梅路与宏达路交叉口,"42,34,35,36,37,38,39,40,41",杭州市,杭州金运房地产开发有限公司,余售许字（2020）第00076号,2020-03-15,香岸华庭,2020-03-15,住宅,http://www.tmsf.com/newhouse/presell_330184_1168532388_12572782.htm,杭州市临平区香岸路11号
拱墅区石祥路与通益路交叉口,11幢,杭州市,杭州融尚置地有限公司,杭售许字(2020)第000008号,2020-03-11,风尚望和湾,2020-03-14,住宅,http://www.tmsf.com/newhouse/presell_33_1180742953_1256492068.htm,京杭大运河与留石快速路交叉口（通益路与石祥路红绿灯往北300m右转进示范区）
临安区钱锦大道与钱王街交叉口,21,杭州市,杭州嘉怡置业有限公司,临售许字（2020）第00097号,2020-03-13,临栖云府,2020-03-13,住宅,http://www.tmsf.com/newhouse/presell_330191_1220385924_6937718.htm,钱王街与钱锦大道交汇处
临安区钱锦大道与钱王街交叉口,17,杭州市,杭州嘉怡置业有限公司,临售许字（2020）第00096号,2020-03-13,临栖云府,2020-03-13,住宅,http://www.tmsf.com/newhouse/presell_330191_1220385924_6937711.htm,钱王街与钱锦大道交汇处
临安区钱锦大道与钱王街交叉口,19,杭州市,杭州嘉怡置业有限公司,临售许字（2020）第00095号,2020-03-13,临栖云府,2020-03-13,住宅,http://www.tmsf.com/newhouse/presell_330191_1220385924_6937704.htm,钱王街与钱锦大道交汇处
临安青山湖科技城崇文路2099号,S7,杭州市,浙江临安富源房地产开发有限公司,临售许字（2020）第00094号,2020-03-13,观唐花园,2020-03-13,住宅,http://www.tmsf.com/newhouse/presell_330191_21485802_6937689.htm,临安青山湖科技城崇文路2099号
临安青山湖科技城崇文路2099号,S13,杭州市,浙江临安富源房地产开发有限公司,临售许字（2020）第00093号,2020-03-13,观唐花园,2020-03-13,住宅,http://www.tmsf.com/newhouse/presell_330191_21485802_6937678.htm,临安青山湖科技城崇文路2099号
临安青山湖科技城崇文路2099号,S8,杭州市,浙江临安富源房地产开发有限公司,临售许字（2020）第00092号,2020-03-13,观唐花园,2020-03-13,住宅,http://www.tmsf.com/newhouse/presell_330191_21485802_6937667.htm,临安青山湖科技城崇文路2099号
临安青山湖科技城崇文路2099号,S14,杭州市,浙江临安富源房地产开发有限公司,临售许字（2020）第00091号,2020-03-13,观唐花园,2020-03-13,住宅,http://www.tmsf.com/newhouse/presell_330191_21485802_6937656.htm,临安青山湖科技城崇文路2099号
临安青山湖科技城崇文路2099号,S19,杭州市,浙江临安富源房地产开发有限公司,临售许字（2020）第00090号,2020-03-13,观唐花园,2020-03-13,住宅,http://www.tmsf.com/newhouse/presell_330191_21485802_6937645.htm,临安青山湖科技城崇文路2099号
临安青山湖科技城崇文路2099号,S20,杭州市,浙江临安富源房地产开发有限公司,临售许字（2020）第00089号,2020-03-13,观唐花园,2020-03-13,住宅,http://www.tmsf.com/newhouse/presell_330191_21485802_6937634.htm,临安青山湖科技城崇文路2099号
临安青山湖科技城崇文路2099号,S24,杭州市,浙江临安富源房地产开发有限公司,临售许字（2020）第00088号,2020-03-13,观唐花园,2020-03-13,住宅,http://www.tmsf.com/newhouse/presell_330191_21485802_6937619.htm,临安青山湖科技城崇文路2099号
临安青山湖科技城崇文路2099号,N3,杭州市,浙江临安富源房地产开发有限公司,临售许字（2020）第00087号,2020-03-13,观唐花园,2020-03-13,住宅,http://www.tmsf.com/newhouse/presell_330191_21485802_6937609.htm,临安青山湖科技城崇文路2099号
临安青山湖科技城崇文路2099号,N4,杭州市,浙江临安富源房地产开发有限公司,临售许字（2020）第00086号,2020-03-13,观唐花园,2020-03-13,住宅,http://www.tmsf.com/newhouse/presell_330191_21485802_6937594.htm,临安青山湖科技城崇文路2099号
临安青山湖科技城崇文路2099号,N5,杭州市,浙江临安富源房地产开发有限公司,临售许字（2020）第00085号,2020-03-13,观唐花园,2020-03-13,住宅,http://www.tmsf.com/newhouse/presell_330191_21485802_6937579.htm,临安青山湖科技城崇文路2099号
临安青山湖科技城崇文路2099号,N8,杭州市,浙江临安富源房地产开发有限公司,临售许字（2020）第00084号,2020-03-13,观唐花园,2020-03-13,住宅,http://www.tmsf.com/newhouse/presell_330191_21485802_6937563.htm,临安青山湖科技城崇文路2099号
杭州萧山区滨南新城·银泰旁（华诚路与弘学路交叉口）,2,杭州市,杭州德凯置业有限公司,萧售许字（2020）第00081号,2020-03-13,时光之宸公寓,2020-03-13,住宅,http://www.tmsf.com/newhouse/presell_330181_1204914287_25322812.htm,杭州萧山区滨南新城·银泰旁（华诚路与弘学路交叉口）
文一西路与舒心路交叉口,4,杭州市,杭州富力房地产开发有限公司,余售许字（2020）第00073号,2020-03-13,富力中心,2020-03-13,住宅、商贸,http://www.tmsf.com/newhouse/presell_330184_1181239838_12572601.htm,文一西路与舒心路交叉口
余杭绿汀路与文二路交叉口,"21,16,17",杭州市,杭州景胜置业有限公司,余售许字（2020）第00072号,2020-03-13,镜栖绿汀里,2020-03-13,住宅,http://www.tmsf.com/newhouse/presell_330184_1175236435_12572560.htm,余杭绿汀路与文二路交叉口
余杭区仁和大道怡然街交叉口西侧,"11,10",杭州市,杭州益光房地产开发有限公司,余售许字（2020）第00071号,2020-03-13,尚堂久里,2020-03-13,住宅,http://www.tmsf.com/newhouse/presell_330184_1177342996_12572442.htm,余杭区仁和大道怡然街交叉口西侧上塘九里销售展示中心
桐庐城南街道城南路与金圣路交叉口,"1,18",杭州市,桐庐碧辰置业有限公司,桐售许字（2020）第00079号,2020-03-12,碧桂园十里春风苑,2020-03-12,住宅,http://www.tmsf.com/newhouse/presell_330188_1167689540_6508266.htm,桐庐城南街道城南路与金圣路交叉口
建德市更楼街道中心区,"1,3",杭州市,建德市金庄房地产开发有限公司,建售许字（2020）第00078号,2020-03-12,江南会境府邸,2020-03-12,住宅,http://www.tmsf.com/newhouse/presell_330189_1218188807_4022459.htm,
拱墅区笕丁路与半山东路交界处,1幢,杭州市,杭州望云房地产开发有限公司,杭售许字(2020)第000007号,2020-03-09,青坤青亭商业中心,2020-03-12,商业、办公,http://www.tmsf.com/newhouse/presell_33_1174166997_1255776728.htm,拱墅区牧歌路1号
萧山区育才路与南三路交叉口往东100米,19,杭州市,杭州昌赫置业有限公司,萧售许字（2020）第00075号,2022-06-14,宸宇府,2020-03-11,住宅,http://www.tmsf.com/newhouse/presell_330181_1179713948_25322552.htm,萧山区育才路与南三路交叉口往东100米
杭州钱塘新区江东二路与青西一路交叉口,8幢,杭州市,杭州卓林置业有限公司,杭售许字(2020)第003002号,2020-03-07,星央悦府,2020-03-10,住宅,http://www.tmsf.com/newhouse/presell_33_1193993763_1255032784.htm,杭州钱塘新区江东二路与青西一路交叉口
萧山区市心路与南秀路交叉口西约600米,12,杭州市,杭州创蜀房地产开发有限责任公司,萧售许字（2020）第00070号,2020-03-09,久赋名邸,2020-03-09,住宅,http://www.tmsf.com/newhouse/presell_330181_1195401189_25322372.htm,市心路与南秀路交叉口西 东原德信九章赋营销中心
杭州市上城区钱江路与甬江路交叉口,"5幢,6幢",杭州市,杭州滨恒房地产开发有限公司,杭售许字(2020)第000006号,2020-03-06,仁滨公寓,2020-03-09,住宅,http://www.tmsf.com/newhouse/presell_33_1174161958_1254679772.htm,杭州市钱江新城·平安金融中心悦坊一楼中庭
杭州市建德市寿昌镇寿童南路与320国道交汇处向西100米,"E1,E12,E11,E10,E9,E8,E7,E6,E5,E4,E3,E2",杭州市,杭州盛建置业有限公司,建售许字（2020）第00067号,2020-03-06,御泉四季庄园,2020-03-06,住宅、商铺,http://www.tmsf.com/newhouse/presell_330189_1170502712_4009179.htm,浙江省杭州市建德寿童路与320国道交汇处
杭州建德市新安江街道320国道与汤家线交汇处,"1,9,8",杭州市,杭州百恒置业有限公司,建售许字（2020）第00065号,2020-03-06,恒大林溪郡,2020-03-06,住宅,http://www.tmsf.com/newhouse/presell_330189_1161206870_4008849.htm,建德市新安江街道新安江中学大门正对面
余杭区未来科技城文二西路与绿汀路交汇处,"25,3,4,7,9,17,22,23,24",杭州市,杭州绿城交投锦溪置业有限公司,余售许字（2020）第00062号,2020-03-06,湖境云庐,2020-03-06,住宅,http://www.tmsf.com/newhouse/presell_330184_1170780785_12572090.htm,余杭区未来科技城文二西路与绿汀路交汇处
杭州市富阳区金桥北路986号（地铁6号线高桥站，地铁口直线约200米）,11,杭州市,杭州富阳富茂置业有限公司,富售许字(2020)第004号,2022-04-22,富景都会公寓,2020-03-05,住宅,http://www.tmsf.com/newhouse/presell_330187_1172224017_4279950.htm,杭州市富阳区金桥北路986号（地铁6号线高桥站，地铁口直线约200米）
体育场路与邮电路交叉口东南侧,3,杭州市,杭州丛鼎房地产开发有限公司,桐售备字（2020）第00002号,2020-03-05,富建公寓,2020-03-05,住宅,http://www.tmsf.com/newhouse/presell_330188_419133203_6484841.htm,开元街200号
杭州银湖科技城九龙大道180号,116,杭州市,富阳野风乐多房地产开发有限公司,富售许字(2019)第142号,2020-03-05,野风山城,2020-03-05,住宅、商业,http://www.tmsf.com/newhouse/presell_330187_22062450_4279718.htm,杭州银湖科技城九龙大道180号
富阳区东洲街道江滨东大道819号,"181,182,159,160,161,164,165,166,167,168,171,172,173,174,175,176,179,180",杭州市,杭州富阳万科房地产开发有限公司,富售许字(2020)第006号,2022-01-24,富春泉水湾,2020-03-04,住宅,http://www.tmsf.com/newhouse/presell_330187_36644582_4279689.htm,富阳江滨东大道819号富春泉水湾·望Gallery
萧山区市心北路与建设一路交叉口，建设一路62号,,杭州市,杭州丰涛置业有限公司,萧售许字（2020）第00064号,2022-01-26,国玺悦龙府,2020-03-04,住宅,http://www.tmsf.com/newhouse/presell_330181_1202876290_25322106.htm,萧山区市心北路与建设一路交叉口，建设一路62号
富阳区银湖街道美达路,"1、2,8,7",杭州市,杭州祥生弘越房地产开发有限公司,富售许字(2020)第003号,2020-03-03,银湖宸语公寓,2020-03-03,住宅,http://www.tmsf.com/newhouse/presell_330187_1254309010_4279289.htm,富阳区银湖街道美达路云湖城售楼部
杭州萧山区滨南新城·银泰旁（华诚路与弘学路交叉口）,1,杭州市,杭州德凯置业有限公司,萧售许字（2020）第00063号,2020-03-03,时光之宸公寓,2020-03-03,住宅,http://www.tmsf.com/newhouse/presell_330181_1204914287_25321972.htm,杭州萧山区滨南新城·银泰旁（华诚路与弘学路交叉口）
余杭天目山路与良睦路口南约200米,12,杭州市,杭州欣新房地产开发有限公司,余售许字（2020）第00061号,2020-03-02,岸上蓝山公寓,2020-03-02,住宅,http://www.tmsf.com/newhouse/presell_330184_1192167689_12571968.htm,余杭区天目山西路和良睦路交叉口南约200米
杭州余杭天目山西路圣地路口绿城·桃源小镇,"35,32,33,34",杭州市,杭州西溪山庄房地产开发有限公司,余售许字（2020）第00060号,2020-03-02,西溪山庄,2020-03-02,叠排,http://www.tmsf.com/newhouse/presell_330184_20257067_12571895.htm,杭州余杭天目山西路圣地路口绿城·桃源小镇城市耕读馆
杭州市余杭区余杭塘路与荆长大道交汇处，地铁5号线五常站,"15,18,19,20",杭州市,杭州西曙置业有限公司,余售许字（2020）第00056号,2020-02-29,云泓之城,2020-02-29,住宅，商贸，写字楼,http://www.tmsf.com/newhouse/presell_330184_1178337380_12571648.htm,杭州市余杭区余杭塘路与荆长大道交叉口往东100m
杭州市富阳区鹿山新城望波街与鹿山大道交叉口（新山水御园西侧）,"12,16",杭州市,杭州富阳利光和房地产开发有限公司,富售许字(2020)第005号,2021-06-10,悦江府,2020-02-28,住宅、商贸,http://www.tmsf.com/newhouse/presell_330187_1171079028_4279129.htm,暂无
建德市更楼街道更化社区（城市展厅：建德市新安江街道新安财富城251-1号）,"10,12",杭州市,杭州冠富房地产开发有限公司,建售许字（2020）第00059号,2020-02-28,富力·御江山小区,2020-02-28,住宅,http://www.tmsf.com/newhouse/presell_330189_1171296393_3993799.htm,建德市更楼街道更化社区（城市展厅：建德市新安江街道新安财富城251-1号）
桐庐县分水镇南门区fs-5号地块,1,杭州市,杭州恒晨置业有限公司,桐售许字（2020）第00058号,2020-02-27,名门旺府,2020-02-27,住宅,http://www.tmsf.com/newhouse/presell_330188_1251502872_6461543.htm,
城南街道梅林路和阆苑路交汇处,"10,16,12",杭州市,杭州嘉正置业有限公司、中南置地,桐售许字（2020）第00057号,2020-02-27,江南壹号院,2020-02-27,住宅、商贸,http://www.tmsf.com/newhouse/presell_330188_1182883931_6461504.htm,桐庐县梅林路与阆苑路交叉口
杭州银湖科技城九龙大道180号,"81,80",杭州市,富阳野风乐多房地产开发有限公司,富售许字(2019)第132号,2020-02-20,野风山城,2020-02-20,住宅、商业,http://www.tmsf.com/newhouse/presell_330187_22062450_4279029.htm,杭州银湖科技城九龙大道180号
余杭区东至杜文路，南至下门坝港、西至良祥路、北至康良路,"35,26,27,29,32,34",杭州市,杭州玉宸地产有限公司,余售许字（2020）第00055号,2020-01-26,烟雨颐和江南府,2020-01-26,住宅,http://www.tmsf.com/newhouse/presell_330184_508661016_12571104.htm,余杭区新104国道与良祥路（规划）交汇处
余杭区鸬鸟镇寻梨街8号（杭州鸬鸟新湖希尔顿花园酒店旁）,"9,3,4,1,2,5,6,7,8",杭州市,杭州新湖鸬鸟置业有限公司,余售许字（2020）第00052号,2020-01-25,金色池塘家苑,2020-01-25,住宅,http://www.tmsf.com/newhouse/presell_330184_1208011686_12570842.htm,余杭区鸬鸟镇寻梨街8号（杭州鸬鸟新湖希尔顿花园酒店内）
江干区钱江新城凤起路与钱潮路交叉口,"3幢,2幢,6幢",杭州市,杭州栢景投资有限公司,杭售许字(2020)第000005号,2020-01-22,杭凤府,2020-01-25,住宅,http://www.tmsf.com/newhouse/presell_33_1173298346_1239521440.htm,杭州江干区钱江新城凤起路与钱潮路交叉口
西湖区屏新路55号,"2号楼,1号楼,门楼,开闭所,10、11、11-1、12、13、14,9号楼,7号楼,5、6、8号楼,4号楼,3号楼",杭州市,杭州望景置业有限公司,杭售许字(2020)第000004号,2020-01-21,景顺铂悦城,2020-01-24,商贸,http://www.tmsf.com/newhouse/presell_33_1239211911_1239202034.htm,西湖区屏新路55号景顺铂悦城现场展示中心
杭州市西湖区珊瑚沙路龙心路交汇处,3,杭州市,杭州之一房地产开发有限公司,杭售许字(2020)第005001号,2020-01-20,乐陶轩,2020-01-23,商贸,http://www.tmsf.com/newhouse/presell_33_1224613427_1238895605.htm,杭州市西湖区珊瑚沙路龙心路交汇处
杭州建德市洋安新城洋溪大桥西南侧,"1,205A,42,41,40,39,35A,33,32,31,25A,23,22,21,18,17,2,16,15,15A,13,12,11,10,9,8,7,6,5,5A,3",杭州市,建德市金盛置业发展有限公司,建售许字（2020）第00053号,2020-01-22,建德一品,2020-01-22,,http://www.tmsf.com/newhouse/presell_330189_519674102_3917049.htm,建德市洋安新城洋安桥头金盛路1号
萧山区博奥路与建设一路交汇处,5,杭州市,杭州南兴房地产开发有限公司,萧售许字（2020）第00051号,2022-01-07,招商闻博花城,2020-01-22,住宅,http://www.tmsf.com/newhouse/presell_330181_1183783667_25321128.htm,萧山区博奥路与建设一路交汇处
,1、2,杭州市,浙江诚稻置业有限公司,萧售许字（2020）第00050号,2020-01-21,大稻望朝商务中心,2020-01-21,商贸,http://www.tmsf.com/newhouse/presell_330181_1239212081_25320872.htm,
余杭良渚新城·古墩路与杜文路交汇处 （地铁2号线良渚站）,16,杭州市,杭州保欣置业有限公司,余售许字（2020）第00041号,2020-01-20,和光尘樾轩,2020-01-20,普通住宅/公寓/商业,http://www.tmsf.com/newhouse/presell_330184_1166684097_12570695.htm,余杭良渚新城·古墩路与杜文路交汇处 （地铁2号线良渚站）
余杭区余杭街道沈家店,12,杭州市,杭州绿城绿鑫房地产开发有限公司,余售许字（2020）第00040号,2020-01-20,隐庐,2020-01-20,住宅,http://www.tmsf.com/newhouse/presell_330184_1222108550_12570664.htm,
临平区临平大道与顺风路交汇处,16,杭州市,杭州坤鑫置业有限公司,余售许字（2020）第00030号,2020-01-18,山语四季公寓,2020-01-18,住宅,http://www.tmsf.com/newhouse/presell_330184_1161949265_12570534.htm,临平区临平大道与顺风路交汇处
杭州市余杭良渚大道和良平路交叉口,"32,25",杭州市,联发集团联翔（杭州）房地产开发有限公司,余售许字（2020）第00026号,2020-01-18,大境府,2020-01-18,住宅,http://www.tmsf.com/newhouse/presell_330184_1173362041_12570062.htm,杭州市余杭良渚大道和良平路交叉口
余杭街道凤新路与城东路交叉口,4,杭州市,浙江星达置业有限公司,余售许字（2020）第00025号,2020-01-18,新里程中心,2020-01-18,商贸,http://www.tmsf.com/newhouse/presell_330184_1182040554_12570145.htm,余杭街道凤新路与城东路交叉口，凤新路段向东150米（凤新路380号）
,,杭州市,杭州骏峰投资有限公司,余售许字（2020）第00024号,2020-01-18,骏峰国际,2020-01-18,写字楼,http://www.tmsf.com/newhouse/presell_330184_1237586828_12570116.htm,
义蓬街道横一线与义隆路交叉口,"10幢,13幢",杭州市,杭州宏哲置业有限公司,杭售许字(2020)第003001号,2020-01-14,钱汇名座,2020-01-17,商贸,http://www.tmsf.com/newhouse/presell_33_1197199402_1236915803.htm,义隆路与青六路交叉口杭州英冠温德姆酒店大堂一层
杭州市临安区青山湖科技城唐塍街与星港路交叉口,71,杭州市,杭州越秀房地产开发有限公司,临售许字（2020）第00047号,2020-01-17,星悦城,2020-01-17,住宅,http://www.tmsf.com/newhouse/presell_330191_1168015282_6937014.htm,杭州市临安区青山湖科技城星港路与唐塍街交叉口
杭州市临安区青山湖科技城唐塍街与星港路交叉口,72,杭州市,杭州越秀房地产开发有限公司,临售许字（2020）第00046号,2020-01-17,星悦城,2020-01-17,住宅,http://www.tmsf.com/newhouse/presell_330191_1168015282_6937005.htm,杭州市临安区青山湖科技城星港路与唐塍街交叉口
杭州市临安区青山湖科技城唐塍街与星港路交叉口,67,杭州市,杭州越秀房地产开发有限公司,临售许字（2020）第00045号,2020-01-17,星悦城,2020-01-17,住宅,http://www.tmsf.com/newhouse/presell_330191_1168015282_6936992.htm,杭州市临安区青山湖科技城星港路与唐塍街交叉口
杭州市临安区青山湖科技城唐塍街与星港路交叉口,77,杭州市,杭州越秀房地产开发有限公司,临售许字（2020）第00044号,2020-01-17,星悦城,2020-01-17,住宅,http://www.tmsf.com/newhouse/presell_330191_1168015282_6936985.htm,杭州市临安区青山湖科技城星港路与唐塍街交叉口
杭州市临安区青山湖科技城唐塍街与星港路交叉口,78,杭州市,杭州越秀房地产开发有限公司,临售许字（2020）第00043号,2020-01-17,星悦城,2020-01-17,住宅,http://www.tmsf.com/newhouse/presell_330191_1168015282_6936958.htm,杭州市临安区青山湖科技城星港路与唐塍街交叉口
杭州市临安区青山湖科技城唐塍街与星港路交叉口,79,杭州市,杭州越秀房地产开发有限公司,临售许字（2020）第00042号,2020-01-17,星悦城,2020-01-17,住宅,http://www.tmsf.com/newhouse/presell_330191_1168015282_6936947.htm,杭州市临安区青山湖科技城星港路与唐塍街交叉口
建德市更楼街道中心区,5,杭州市,建德市金庄房地产开发有限公司,建售许字（2020）第00039号,2020-01-16,江南会境府邸,2020-01-16,住宅,http://www.tmsf.com/newhouse/presell_330189_1218188807_3904459.htm,
,6,杭州市,杭州湍口众安汇尊温泉度假村有限公司,临售许字（2020）第00038号,2020-01-16,湍泉轩,2020-01-16,,http://www.tmsf.com/newhouse/presell_330191_1200961740_6936903.htm,
,5,杭州市,杭州湍口众安汇尊温泉度假村有限公司,临售许字（2020）第00037号,2020-01-16,湍泉轩,2020-01-16,,http://www.tmsf.com/newhouse/presell_330191_1200961740_6936893.htm,
,3,杭州市,杭州湍口众安汇尊温泉度假村有限公司,临售许字（2020）第00036号,2020-01-16,湍泉轩,2020-01-16,,http://www.tmsf.com/newhouse/presell_330191_1200961740_6936883.htm,
,2,杭州市,杭州湍口众安汇尊温泉度假村有限公司,临售许字（2020）第00035号,2020-01-16,湍泉轩,2020-01-16,,http://www.tmsf.com/newhouse/presell_330191_1200961740_6936873.htm,
,1,杭州市,杭州湍口众安汇尊温泉度假村有限公司,临售许字（2020）第00034号,2020-01-16,湍泉轩,2020-01-16,,http://www.tmsf.com/newhouse/presell_330191_1200961740_6936863.htm,
临安区锦北白泥路与武肃街交口以北,5,杭州市,临安园丁置业有限公司,临售许字（2020）第00033号,2020-01-16,天语山居,2020-01-16,住宅,http://www.tmsf.com/newhouse/presell_330191_1205956671_6936847.htm,
临安区锦北白泥路与武肃街交口以北,7,杭州市,临安园丁置业有限公司,临售许字（2020）第00032号,2020-01-16,天语山居,2020-01-16,住宅,http://www.tmsf.com/newhouse/presell_330191_1205956671_6936828.htm,
临安区锦北白泥路与武肃街交口以北,8,杭州市,临安园丁置业有限公司,临售许字（2020）第00031号,2020-01-16,天语山居,2020-01-16,住宅,http://www.tmsf.com/newhouse/presell_330191_1205956671_6936823.htm,
於潜镇,5,杭州市,杭州融旺房地产开发有限公司,临售许字（2020）第00029号,2020-01-15,桦之水府,2020-01-15,住宅,http://www.tmsf.com/newhouse/presell_330191_1237585985_6936736.htm,
於潜镇,13,杭州市,杭州融旺房地产开发有限公司,临售许字（2020）第00028号,2020-01-15,桦之水府,2020-01-15,住宅,http://www.tmsf.com/newhouse/presell_330191_1237585985_6936710.htm,
於潜镇,14,杭州市,杭州融旺房地产开发有限公司,临售许字（2020）第00027号,2020-01-15,桦之水府,2020-01-15,住宅,http://www.tmsf.com/newhouse/presell_330191_1237585985_6936683.htm,
杭州市富阳区，东至规划路、南至新桥新路、西至金桥北路、北至彩虹路,"7,1,2,3",杭州市,杭州富阳万达置业有限公司,富售许字（2019）第143号,2021-03-11,富阳万达广场,2020-01-15,住宅、商贸,http://www.tmsf.com/newhouse/presell_330187_1207483984_4278369.htm,杭州市富阳区新桥新路28号
桐庐城南街道城南路与金圣路交叉口,31,杭州市,桐庐碧辰置业有限公司,桐售许字（2020）第00023号,2020-01-14,碧桂园十里春风苑,2020-01-14,住宅,http://www.tmsf.com/newhouse/presell_330188_1167689540_6316736.htm,桐庐城南街道城南路与金圣路交叉口
竞潮路与萧清大道交叉口（惠立学校旁）,14,杭州市,杭州科筑投资开发有限公司,萧售许字（2020）第00022号,2020-01-14,湖悦江南院,2020-01-14,商业、办公,http://www.tmsf.com/newhouse/presell_330181_1258836033_25320712.htm,杭州市萧山区竞潮路与萧清大道交叉口（惠立学校旁）
淳安县千岛湖镇珍珠半岛青溪大道与睦州大道交叉处,"22,27,24,23",杭州市,杭州千岛湖安通房地产开发有限公司,淳售许字(2020)第01号,2020-01-13,千岛湖嘉苑,2020-01-13,,http://www.tmsf.com/newhouse/presell_330190_506736706_4350460.htm,
新安江街道翠薇路内,"1,3,2",杭州市,建德市白沙滩房地产开发有限公司,建售许字（2020）第00021号,2020-01-13,青山里家,2020-01-13,住宅,http://www.tmsf.com/newhouse/presell_330189_1236913160_3897906.htm,
