address,building_code,city_name,developers_name,issue_code,issue_date,newest_name,open_date,property_type,rooms_url,sale_address
萧山区地铁2号线曹家桥站西,"地下室,垃圾房,3",杭州市,杭州开元世纪置业有限公司,萧售许字（2021）第ZJ02172号,2021-08-24,开元名城,2021-08-24,商业办公，住宅,http://www.tmsf.com/newhouse/presell_330181_20221595_25426193.htm,风情大道与晨晖路交叉口（原开元名郡售楼处）
建德市洋溪街道洋溪新城高速出口区块,15,杭州市,杭州德全置业有限公司,建售许字（2021）第ZJ02175号,2021-08-24,江山云起院,2021-08-24,住宅,http://www.tmsf.com/newhouse/presell_330189_1516887732_4844433.htm,
桐庐县分水镇东溪天溪东路318号,"8,64,18,70,67,63,57,56,53,51,46,45,42,41,40,29,26,25,17,16,14,13,12,11",杭州市,浙江分水龙潭渡文创产业发展有限公司,桐售许字（2021）第ZJ02174号,2021-08-24,云湖湾,2021-08-24,其它,http://www.tmsf.com/newhouse/presell_330188_1596659697_7727737.htm,
太湖源镇太湖源,"29,28",杭州市,杭州荣上房地产有限公司,临售许字（2021）第ZJ02173号,2021-08-24,青云府,2021-08-24,住宅,http://www.tmsf.com/newhouse/presell_330191_1372561635_7003788.htm,
,"3,4",杭州市,杭州聚泓置业有限公司,富售许字（2021）第ZJ02169号,2021-08-24,城际商务中心,2021-08-24,写字楼,http://www.tmsf.com/newhouse/presell_330187_89159578_4321389.htm,
临安区锦天路与新民街交叉口,"12,11",杭州市,杭州嘉溪房地产开发有限公司,临售许字（2021）第ZJ02168号,2021-08-23,宸澜学府,2021-08-23,住宅,http://www.tmsf.com/newhouse/presell_330191_1540991218_7003487.htm,临安区锦天路与新民街交叉口
杭州市临平区临平大道与荷禹路交汇处,"18,12,13,14,16",杭州市,杭州曲江新鸥鹏企业运营管理有限责任公司,余售许字（2021）第ZJ02162号,2021-08-22,久雍府,2021-08-22,商贸，写字楼,http://www.tmsf.com/newhouse/presell_330184_1401095442_12661047.htm,杭州市临平区临平大道与荷禹路交汇处
临平区塘栖镇张家墩路与圆满路交汇处,"21,1,20",杭州市,杭州运塘房地产开发有限公司,余售许字（2021）第ZJ02161号,2021-08-22,天樾四季城,2021-08-22,住宅,http://www.tmsf.com/newhouse/presell_330184_1332347729_12660938.htm,临平区塘栖古镇广济桥南侧
杭州市余杭区凌寒街以南香岸路以西,"16,3,6,8,9,11,13",杭州市,杭州绿城浙超置业有限公司,余售许字（2021）第ZJ02159号,2021-08-22,香岸云栖燕庐,2021-08-22,住宅,http://www.tmsf.com/newhouse/presell_330184_1674833102_12660782.htm,
钱塘区新湾街道建华路与闸口路西北交汇处,"6幢,1幢",杭州市,杭州东望房地产开发有限公司,杭售许字(2021)第003035号,2021-08-19,东傲城,2021-08-22,住宅 商贸,http://www.tmsf.com/newhouse/presell_33_1516648167_1674202700.htm,钱塘区新湾街道建华路与闸口路交汇处海名雅园857-2号商铺
杭州临平区崇杭街和拱康路交汇处,"11,5,6",杭州市,杭州绿臻置业有限公司,余售许字（2021）第ZJ02156号,2021-08-21,宸瀚里,2021-08-21,住宅，商贸，写字楼,http://www.tmsf.com/newhouse/presell_330184_1354182217_12660514.htm,杭州临平区崇杭街957号（崇杭街与沾丁路交汇处）
开创街与机场路交汇处,"8,12,5,16,15",杭州市,杭州绿城浙芷置业有限公司,杭售许字(2021)第000092号,2021-08-18,春来雅庭,2021-08-21,住宅,http://www.tmsf.com/newhouse/presell_33_1374448984_1672607251.htm,开创街与机场路交汇处
萍水街与塘萍路交叉口向南150米处,"3,6,5,4",杭州市,寰华房地产（杭州）有限公司,杭售许字(2021)第000091号,2021-08-18,天珏华庭,2021-08-21,住宅,http://www.tmsf.com/newhouse/presell_33_1673591328_1672607058.htm,拱墅区萍水街与塘萍路交叉口南150米处
海塘路与高新五路交叉口,"4,1",杭州市,杭州绿城浙兴置业有限公司,萧售许字（2021）第ZJ02165号,2021-08-20,山澜桂语轩,2021-08-20,住宅,http://www.tmsf.com/newhouse/presell_330181_1659243977_25425769.htm,海塘路与高新五路交叉口
萧山区通惠路与蜀惠路交叉口西北侧,"23,17",杭州市,杭州滨宇房地产开发有限公司,萧售许字（2021）第ZJ02164号,2021-08-20,蜀惠朝闻花城,2021-08-20,住宅,http://www.tmsf.com/newhouse/presell_330181_1352682232_25425772.htm,萧山区通惠路与惠蜀路交叉口西北侧
东兴路与320国道交叉口西北侧,"3,6",杭州市,杭州圆宁科技有限公司,桐售许字（2021）第ZJ02166号,2021-08-20,圆尊府,2021-08-20,住宅,http://www.tmsf.com/newhouse/presell_330188_1421833815_7712988.htm,东兴路与320国道交叉口西北侧
临平区友爱路与三角港交汇处（地铁一号线乔司南站往北200米）,"17,13,16",杭州市,杭州敏景房地产开发有限公司,余售许字（2021）第ZJ02154号,2021-08-20,源著天樾府,2021-08-20,住宅,http://www.tmsf.com/newhouse/presell_330184_1367659857_12660342.htm,临平区友爱路与三角港交汇处（地铁一号线乔司南站往北200米）
临安区九州路与飞翠路交叉口,"5,6",杭州市,杭州美生美置业有限公司,临售许字（2021）第ZJ02160号,2021-08-19,锦云澜天里,2021-08-19,住宅,http://www.tmsf.com/newhouse/presell_330191_1245083098_7003143.htm,临安区九州路与飞翠路交叉口
余杭区文二西路与上仓路交叉口,"2-1,1,2,3,4,5,6,7,11,12,13",杭州市,杭州众安瑞祥房地产开发有限公司,余售许字（2021）第ZJ02151号,2021-08-19,蒲荷芸邸,2021-08-19,住宅,http://www.tmsf.com/newhouse/presell_330184_1516886381_12659884.htm,西湖区龙章路6号蒲荷芸邸城市展厅
杭州市西湖区古墩路与周坪路交叉口,"5,1,9",杭州市,杭州申源实业有限公司,杭售许字(2021)第000090号,2021-08-16,古墩彩虹轩,2021-08-19,住宅,http://www.tmsf.com/newhouse/presell_33_1670353437_1669613424.htm,杭州市西湖区古墩路与周坪路交叉口
萧山区东思线与浦南路交叉口,"13,7",杭州市,杭州融泓政房地产开发有限公司,萧售许字（2021）第ZJ02155号,2021-08-18,森与海之城,2021-08-18,住宅,http://www.tmsf.com/newhouse/presell_330181_1198445886_25424828.htm,萧山区东思线与浦南路交叉口
党湾梅林大道与文化路交叉口,4、5,杭州市,中量建工股份有限公司,萧售备字（2021）第ZJ00029号,2021-08-17,畅享幸福里,2021-08-17,住宅、商业,http://www.tmsf.com/newhouse/presell_330181_1171290664_25424881.htm,
杭州市萧山区彩虹大道与03省道交叉口（地铁5号线姑娘桥站）,"39,15,21,23,35",杭州市,杭州南璟置业有限公司,萧售许字（2021）第ZJ02153号,2021-08-17,云彩之城,2021-08-17,住宅、商贸,http://www.tmsf.com/newhouse/presell_330181_1333876594_25425132.htm,杭州市萧山区彩虹大道与03省道交叉口（地铁5号线姑娘桥站）
萧山区奔竞大道与丰北路交叉口,"4#垃圾房,1,2,3,4,5,6,1,2,3,4,6,幼儿园,1#垃圾房,2#开闭所,2#垃圾房,3#开闭所,3#垃圾房、3#公厕,4#开闭所",杭州市,杭州绿城亚运村开发有限公司,萧售许字（2021）第ZJ02150号,2021-08-16,桂冠东方城,2021-08-16,住宅,http://www.tmsf.com/newhouse/presell_330181_1395360980_25423932.htm,萧山区盈丰街道宁一路与海清路口
萧山区南秀路与新如路交汇处,"13,7,8,10",杭州市,杭州兴塘置业有限公司,萧售许字（2021）第ZJ02148号,2021-08-16,滨旭府,2021-08-16,住宅,http://www.tmsf.com/newhouse/presell_330181_1311887360_25423542.htm,萧山区南秀路与新如路交汇处  滨江旭辉滨旭府售楼处
萧山区奔竞大道丰北路交叉口,"开闭所,1、2,3,4,8,9,12,13,14,15",杭州市,杭州万科亚运村开发有限公司,萧售许字（2021）第ZJ02147号,2021-08-16,日耀之城,2021-08-16,住宅,http://www.tmsf.com/newhouse/presell_330181_1384481011_25422733.htm,萧山区钱江世纪城 奥体万科中心A幢13F
富阳区金桥南路与体育馆路交汇处,"9,11",杭州市,杭州绿港置业有限公司,富售许字（2021）第ZJ02149号,2021-08-16,潮悦江山城,2021-08-16,住宅、商办,http://www.tmsf.com/newhouse/presell_330187_1358280523_4321081.htm,城市展厅地址：杭州富阳区体育馆路文创大厦（南京银行东侧）
杭州市临安区锦城街道,"9,8",杭州市,临安滨湖新天地投资有限公司,临售许字（2021）第ZJ02146号,2021-08-16,湖山壹品苑,2021-08-16,住宅,http://www.tmsf.com/newhouse/presell_330191_1199896402_7002843.htm,
杭州东湖新城长宁路和五洲路交叉口,3,杭州市,杭州铭筑房地产开发有限公司,余售许字（2021）第ZJ02144号,2021-08-16,汀洲印月公寓,2021-08-16,住宅,http://www.tmsf.com/newhouse/presell_330184_1299170261_12659805.htm,杭州东湖新城长宁路与五洲路交叉口
杭州市临平区文正街以南、星河南路以西,"19,1,3,10",杭州市,杭州新城英冠鸿轩房地产开发有限公司,余售许字（2021）第ZJ02143号,2021-08-16,香悦和鸣府,2021-08-16,住宅,http://www.tmsf.com/newhouse/presell_330184_1362087670_12659661.htm,
杭州市余杭区余杭塘路与荆长大道交汇处，地铁5号线五常站,"3,1,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,2",杭州市,杭州西曙置业有限公司,余售许字（2021）第ZJ02140号,2021-08-16,云泓之城,2021-08-16,住宅，商贸，写字楼,http://www.tmsf.com/newhouse/presell_330184_1178337380_12658654.htm,杭州市余杭区余杭塘路与荆长大道交叉口往东100m
杭州市滨江区滨康路和西兴路交汇处,"9,16",杭州市,杭州龙宇置业有限公司,杭售许字(2021)第004011号,2021-08-13,滨康天曜城,2021-08-16,商业、住宅,http://www.tmsf.com/newhouse/presell_33_1496154972_1664356586.htm,杭州市滨江区滨康路和西兴路交汇处
滨江区奔竞大道与飞虹路交叉口,21,杭州市,杭州信达奥体置业有限公司,杭售许字(2021)第004010号,2021-08-13,臻奥院,2021-08-16,住宅、商业、写字楼,http://www.tmsf.com/newhouse/presell_33_496758301_1664309512.htm,滨江区飞虹路与科技馆街交叉口
西湖区学院路与华星路交口东约200米,"7,5,3",杭州市,杭州兆欣房地产有限公司,杭售许字(2021)第000089号,2021-08-13,书香印翠府,2021-08-16,住宅,http://www.tmsf.com/newhouse/presell_33_1367155111_1664760108.htm,西湖区学院路与华星路交口东约200米
余杭区爱橙街与高桥畈路交叉口,"10,3,6,7",杭州市,杭州金彤置业有限公司,余售许字（2021）第ZJ02136号,2021-08-15,汀云上府,2021-08-15,住宅,http://www.tmsf.com/newhouse/presell_330184_1489978325_12658358.htm,余杭区爱橙街与高桥畈路交叉口
杭州市余杭区104国道与华兴路交汇处（良渚古城遗址公园西侧约1公里）,25,杭州市,杭州嘉玥房地产开发有限公司,余售许字（2021）第ZJ02135号,2021-08-15,良语久园,2021-08-15,住宅,http://www.tmsf.com/newhouse/presell_330184_1268239575_12658346.htm,杭州市余杭区104国道与华兴路交汇处（良渚古城遗址公园西侧约1公里）
杭州市钱塘区义蓬街道国环三路与北一路交叉口,"1幢,3幢,2幢",杭州市,杭州金蓬置业有限公司,杭售许字(2021)第003034号,2021-08-12,潮塘轩,2021-08-15,住宅,http://www.tmsf.com/newhouse/presell_33_1574805164_1663747976.htm,杭州市钱塘区义蓬街道国环三路与北一路交叉口
文一西路与舒心路交叉口,"4,1,2,3",杭州市,杭州富力房地产开发有限公司,余售许字（2021）第ZJ02125号,2021-08-14,富力中心,2021-08-14,住宅、商贸,http://www.tmsf.com/newhouse/presell_330184_1181239838_12658062.htm,文一西路与舒心路交叉口
滨江区阡陌路与丹枫路交叉口,2,杭州市,杭州天悦房地产开发有限公司,杭售许字(2021)第004009号,2021-08-11,丹枫四季院,2021-08-14,住宅,http://www.tmsf.com/newhouse/presell_33_1232895784_1662903395.htm,滨江区阡陌路与丹枫路交叉口
杭州市滨江区火炬大道与信诚南路交叉口,"3幢,9幢,7幢",杭州市,杭州星昀置业有限公司,杭售许字(2021)第004008号,2021-08-11,滨耀学府,2021-08-14,住宅,http://www.tmsf.com/newhouse/presell_33_1376684528_1662900633.htm,杭州市滨江区星耀中心售楼处(地铁1号线江陵路站A出口)
杭州市钱塘区松合路与学林街交叉口,"2幢,6幢,5幢,4幢,3幢",杭州市,杭州绿城浙佑置业有限公司,杭售许字(2021)第003033号,2021-08-11,湖上春风里,2021-08-14,住宅,http://www.tmsf.com/newhouse/presell_33_1662848963_1662600472.htm,
钱塘新区长风路与佳苑路交叉口（向北50米）,"7幢,8幢",杭州市,杭州三升置业发展有限公司,杭售许字(2021)第003032号,2021-08-11,枫丹雅居,2021-08-14,住宅,http://www.tmsf.com/newhouse/presell_33_1350293102_1662559485.htm,钱塘新区长风路与经四路交叉口
西湖区庄墩路与墩余路交叉口,"1,4,2",杭州市,杭州融洽实业有限公司,杭售许字(2021)第000088号,2021-08-11,天澜里,2021-08-14,,http://www.tmsf.com/newhouse/presell_33_1361436800_1662911911.htm,西湖区庄墩路与墩余路交叉口
萧山区东藩北路近103省道（萧山第二高级中学南侧）,"12,5,6,7,8,9,10",杭州市,杭州德信临宸置业有限公司,萧售许字（2021）第ZJ02138号,2021-08-13,滨望之宸府,2021-08-13,住宅,http://www.tmsf.com/newhouse/presell_330181_1459236260_25422422.htm,萧山区东藩北路近103省道（萧山第二高级中学南侧）
萧山区奔竞大道与丰北路交叉口,"13,1,2,3,4,5,6,7,8,9,10,11,12",杭州市,杭州绿城亚运村开发有限公司,萧售许字（2021）第ZJ02137号,2021-08-13,桂冠东方城,2021-08-13,住宅,http://www.tmsf.com/newhouse/presell_330181_1395360980_25421449.htm,萧山区盈丰街道宁一路与海清路口
青山湖科大道3186号,"18,5,6,1,2,7,9,3",杭州市,杭州大华青山湖房地产开发有限公司,临售许字（2021）第ZJ02142号,2021-08-13,春山隐树院,2021-08-13,住宅,http://www.tmsf.com/newhouse/presell_330191_1370881276_7002775.htm,青山湖科大道3186号
临平乔司街道，规划冯金街以南，规划九华路以西,"10,1",杭州市,杭州银沣房地产开发有限责任公司,余售许字（2021）第ZJ02118号,2021-08-13,阅湖之宸公寓,2021-08-13,,http://www.tmsf.com/newhouse/presell_330184_1516118224_12657918.htm,
临平塘栖·运城街118号（余杭中医院北侧）,4,杭州市,杭州隽伟置业有限公司,余售许字（2021）第ZJ02117号,2021-08-13,熙境府,2021-08-13,住宅,http://www.tmsf.com/newhouse/presell_330184_1297416631_12657879.htm,临平兴超路与运城街交汇处
临平区临平街道星光街与红丰路交汇处,10,杭州市,浙江连投房地产开发有限公司,余售许字（2021）第ZJ02116号,2021-08-13,博宸君府,2021-08-13,住宅、商业,http://www.tmsf.com/newhouse/presell_330184_1441967195_12657753.htm,星光街1082号君湖国际酒店1楼（物美超市旁）
杭州市余杭区杭行路与郁宅路交叉口,"14,9,12",杭州市,杭州名城博园置业有限公司,余售许字（2021）第ZJ02115号,2021-08-13,航行前宸湾,2021-08-13,住宅,http://www.tmsf.com/newhouse/presell_330184_1311291797_12657523.htm,杭州市余杭区杭行路与祥运路交叉口
萧山区进化镇欢潭村，大岩山白水水库北侧,"70,74",杭州市,杭州帝凯房地产开发有限公司,萧售备字（2021）第ZJ00028号,2021-08-12,公元帝景,2021-08-12,住宅,http://www.tmsf.com/newhouse/presell_330181_510561218_25420182.htm,
萧山区进化镇欢潭村，大岩山白水水库北侧,"41,4,5,11,14,19,20,21,22,23,28,37,38,40",杭州市,杭州帝凯房地产开发有限公司,萧售备字（2021）第ZJ00027号,2021-08-12,公元帝景,2021-08-12,住宅,http://www.tmsf.com/newhouse/presell_330181_510561218_25420152.htm,
杭州市民祥路与观澜路交汇处,"12,1,2,3,4,5,6,7,8,9,10,11",杭州市,杭州润地亚运村开发有限公司,萧售许字（2021）第ZJ02131号,2021-08-12,亚奥城北区,2021-08-12,住宅、商贸,http://www.tmsf.com/newhouse/presell_330181_1387689694_25420404.htm,
杭州市萧山区钱潮二路与建设一路交叉口东北侧,"4,1",杭州市,杭州潮悦房地产开发有限公司,萧售许字（2021）第ZJ02130号,2021-08-12,花屿观澜里,2021-08-12,住宅,http://www.tmsf.com/newhouse/presell_330181_1663747709_25420188.htm,
杭州市东洲江滨东大道首创奥特莱斯正北面200米处。,5,杭州市,杭州富耀置业有限公司,富售许字（2021）第ZJ02134号,2021-08-12,悦望名邸,2021-08-12,住宅,http://www.tmsf.com/newhouse/presell_330187_1281879711_4321011.htm,
杭州市临安区科技大道3608号,"B-11,B-29,B-26,B-2,B-13,B-12,B-20,B-5,B-9,B-28,B-8,B-27,B-25,B-22,B-19,B-23,B-18,B-16,B-10,B-21,B-3,B-7,B-1,B-4,B-6,B-30,B-24,B-17,B-15,B-14",杭州市,杭州青城房地产开发有限公司,临售许字（2021）第ZJ02133号,2021-08-12,颐和山庄,2021-08-12,住宅,http://www.tmsf.com/newhouse/presell_330191_237756820_7002244.htm,杭州市临安区科技大道3608号
建德市洋溪街道新安明月府,17,杭州市,杭州辰居置业有限公司,建售许字（2021）第ZJ02129号,2021-08-12,新安明月府,2021-08-12,,http://www.tmsf.com/newhouse/presell_330189_1437580575_4814294.htm,建德市洋溪街道新安明月府（皇爵精品酒店路口右转直行）
余杭区莫干山路与好运路交叉口,4,杭州市,浙江星宝地置业有限公司,余售许字（2021）第ZJ02109号,2021-08-12,映月璟园,2021-08-12,住宅、商贸、写字楼,http://www.tmsf.com/newhouse/presell_330184_1354173487_12657405.htm,余杭区莫干山路与好运路交叉口
余杭区文一西路和运溪路交叉口（市民之家斜对面）,"4,5,7,8,9,11,12,15,16,17,18,19,20,21,25,3",杭州市,杭州石宸置业有限公司,余售许字（2021）第ZJ02108号,2021-08-12,沐宸院,2021-08-12,住宅,http://www.tmsf.com/newhouse/presell_330184_1361451637_12656402.htm,城市展厅 西溪印象城A座一楼小中庭（星巴克旁）
杭州绍兴路和王马路交叉口东南侧,"16,15,14,1,S3,S2,29,28,27,26,19,13,18,17",杭州市,杭州滨文房地产开发有限公司,杭售许字(2021)第000087号,2021-08-09,锦尚和品府,2021-08-12,住宅,http://www.tmsf.com/newhouse/presell_33_1659718783_1659672755.htm,
杭州市萧山区通惠南路1149号 通惠初中东侧,"5,2,3",杭州市,杭州星涌置业有限公司,萧售许字（2021）第ZJ02122号,2021-08-11,青漫里,2021-08-11,住宅,http://www.tmsf.com/newhouse/presell_330181_1384279933_25419803.htm,杭州市滨江区星耀中心售楼处(地铁1号线江陵路站A出口)
萧山区奔竞大道与丰北路交叉口,"10,1,2,3,4,5,6,7,8,5,7,8,9",杭州市,杭州绿城亚运村开发有限公司,萧售许字（2021）第ZJ02121号,2021-08-11,桂冠东方城,2021-08-11,住宅,http://www.tmsf.com/newhouse/presell_330181_1395360980_25418836.htm,萧山区盈丰街道宁一路与海清路口
杭州市萧山区通惠路（规划段）与里士湖路交汇处往南直距约600米,"11,2",杭州市,杭州德信朝阳置业有限公司,萧售许字（2021）第ZJ02120号,2021-08-11,泊岸江宸轩,2021-08-11,住宅,http://www.tmsf.com/newhouse/presell_330181_1361926976_25418582.htm,杭州市萧山区通惠路（规划段）与里士湖路交汇处往南直距约600米
杭州市萧山区靖江街道新港路与广场路交叉口,"5,1",杭州市,杭州星宜置业有限公司,萧售许字（2021）第ZJ02114号,2021-08-10,启岸城,2021-08-10,住宅、商业,http://www.tmsf.com/newhouse/presell_330181_1431719373_25418446.htm,杭州市萧山区靖江街道新港路与广场路交叉口
杭州市萧山区建设一路与经三路交叉口,2,杭州市,杭州星荣置业有限公司,萧售许字（2021）第ZJ02113号,2021-08-10,花曜里,2021-08-10,住宅,http://www.tmsf.com/newhouse/presell_330181_1452976403_25418347.htm,萧山区兴五路闻博花城2号楼
杭州市萧山区丹华路与利一路交汇处,"Q12,2,3,4,6,7,8,Q1,Q2,物业经营用房,物业经营用房,物业经营用房,Q6,Q7,Q8,社区养老,Q10,Q11",杭州市,杭州滨远房地产开发有限公司,萧售许字（2021）第ZJ02112号,2021-08-10,观品名寓,2021-08-10,住宅,http://www.tmsf.com/newhouse/presell_330181_1355904744_25417967.htm,杭州市萧山区丹华路与利一路交汇处
千岛湖镇青溪北路与珍珠六路交叉路口,12,杭州市,杭州千岛湖滨翠海岸房地产开发有限公司,淳售许字（2021）第41号,2021-08-10,淳安县珍珠半岛地块,2021-08-10,住宅,http://www.tmsf.com/newhouse/presell_330190_1592615463_5396730.htm,
浙江省杭州市淳安县进贤大道与睦州大道交叉口,"66,68,67",杭州市,杭州千岛湖浙远房地产开发有限公司,淳售许字（2021）第40号,2021-08-10,悦湖湾花园,2021-08-10,住宅,http://www.tmsf.com/newhouse/presell_330190_1160481506_5396709.htm,千岛湖坪山工业园区秀湖路（啤酒小镇后方）
杭州市临安区万马路与福兴路交叉口,9B,杭州市,杭州临安龙兴房地产开发有限公司,临售许字（2021）第ZJ02119号,2021-08-10,新荣世邸,2021-08-10,住宅,http://www.tmsf.com/newhouse/presell_330191_1244468359_7002113.htm,杭州市临安区万马路与福兴路交叉口
临安区於潜镇人民街48--2号,"6,9",杭州市,杭州潜府远创房地产开发有限公司,临售许字（2021）第ZJ02111号,2021-08-10,枫柏兰庭,2021-08-10,,http://www.tmsf.com/newhouse/presell_330191_1496614822_7001985.htm,
钱江世纪城核心奔竞大道与海清路交叉口,"4,5,公厕,开闭所,垃圾房,配电间,消控室,幼儿园,1,2,3",杭州市,杭州滨泰房地产开发有公司,萧售许字（2021）第ZJ02107号,2021-08-09,星翠澜庭,2021-08-09,住宅,http://www.tmsf.com/newhouse/presell_330181_1365497167_25417459.htm,钱江世纪城核芯海清路和奔竞大道交叉口
萧山区东思线与浦南路交叉口,"105,103,104",杭州市,杭州融泓政房地产开发有限公司,萧售许字（2021）第ZJ02106号,2021-08-09,森与海之城,2021-08-09,住宅,http://www.tmsf.com/newhouse/presell_330181_1198445886_25417332.htm,萧山区东思线与浦南路交叉口
淳安县千岛湖镇大石坪,9,杭州市,杭州汤姆房地产开发有限公司,淳售许字（2021）第ZJ02105号,2021-08-09,桂语江南公寓,2021-08-09,住宅,http://www.tmsf.com/newhouse/presell_330190_1365970495_5393796.htm,
杭州市余杭区余杭塘路与荆长大道交汇处，地铁5号线五常站,4,杭州市,杭州西曙置业有限公司,余售许字（2021）第ZJ02102号,2021-08-09,云泓之城,2021-08-09,住宅，商贸，写字楼,http://www.tmsf.com/newhouse/presell_330184_1178337380_12656122.htm,杭州市余杭区余杭塘路与荆长大道交叉口往东100m
临安锦南新城锦天路与万马南路交叉口,"9,20",杭州市,杭州茂荣房地产开发有限公司,临售许字（2021）第ZJ02104号,2021-08-06,明煦源赋里,2021-08-06,住宅,http://www.tmsf.com/newhouse/presell_330191_1427338628_7001828.htm,临安锦南新城锦天路与万马南路交叉口
杭州青山湖科技大道旁,"F10,C3,C4,C6,D2,F8,F13,D8,F1,F12,C1,F9,D4,D1,E3,C2,D3,E2,F6,D6,E1,F7",杭州市,浙江新广发置业有限公司,临售许字（2021）第ZJ02103号,2021-08-06,湖光山社,2021-08-06,住宅、排屋,http://www.tmsf.com/newhouse/presell_330191_21500209_7001708.htm,杭州青山湖科技大道旁（地铁16号线百里站）
临安区钱锦大道与钱王街交叉口,"1,7",杭州市,杭州嘉怡置业有限公司,临售许字（2021）第ZJ02101号,2021-08-06,临栖云府,2021-08-06,住宅,http://www.tmsf.com/newhouse/presell_330191_1220385924_7001605.htm,钱王街与钱锦大道交汇处
上城区凤起东路与运河东路交汇口,"4,1",杭州市,杭州建景房地产开发有限公司,杭售许字(2021)第000086号,2021-08-02,江与河大厦,2021-08-05,商贸,http://www.tmsf.com/newhouse/presell_33_1469572376_1647112704.htm,上城区凤起东路与运河东路交汇口
临安区马溪路与武肃街交叉口,"11,25",杭州市,杭州越嘉房地产开发有限公司,临售许字（2021）第ZJ02100号,2021-08-04,归悦里,2021-08-04,住宅,http://www.tmsf.com/newhouse/presell_330191_1361921313_7001524.htm,临安区马溪路与武肃街交叉口
,,杭州市,杭州千岛湖生态居房地产有限公司,淳售许字（2021）第38号,2021-08-02,近湖花苑,2021-08-02,,http://www.tmsf.com/newhouse/presell_330190_518326127_5374136.htm,
建德市洋溪街道高速东侧,18,杭州市,杭州龙大洋安房地产有限公司,建售许字（2021）第ZJ02098号,2021-08-02,悦江府,2021-08-02,住宅,http://www.tmsf.com/newhouse/presell_330189_1516887987_4790934.htm,
杭州市余杭区崇北街与瓶仓大道交汇处,"2,1",杭州市,杭州芳满庭置业有限公司,余售许字（2021）第ZJ02097号,2021-08-02,溪上俪庭,2021-08-02,住宅,http://www.tmsf.com/newhouse/presell_330184_1378112766_12656002.htm,杭州市余杭区崇北街38-40号
杭州市滨江区东信大道1188号（东信大道与江南大道交汇处）,1幢、2幢,杭州市,杭州弘威置业有限公司,杭售许字(2021)第004007号,2021-07-30,领界大厦,2021-08-02,商业、公寓、写字楼,http://www.tmsf.com/newhouse/presell_33_1404301782_1640067349.htm,杭州市滨江区东信大道1228号（地铁4号线联庄站A出口）
钱塘新区江东一路与梅林大道交叉口,"16幢,1幢,13幢",杭州市,杭州宇祥房地产开发有限公司,杭现售字(2021)第0039003号,2021-07-30,悦东方臻园,2021-08-02,住宅,http://www.tmsf.com/newhouse/presell_33_1175092815_1639494593.htm,钱塘新区江东一路与梅林大道交叉口
西湖区留下街道西溪路溪尚酒店东侧,"1,2",杭州市,杭州南郡溪景置业有限公司,杭售许字(2021)第000085号,2021-07-29,涵云轩,2021-08-01,商贸,http://www.tmsf.com/newhouse/presell_33_1639890634_1637851196.htm,
临平新城迎宾路与望梅路交汇处,"29,22,23,24,25,26,27,28",杭州市,杭州星滨置业有限公司,余售许字（2021）第ZJ02089号,2021-07-31,滨耀城,2021-07-31,住宅、商贸、写字楼,http://www.tmsf.com/newhouse/presell_330184_1254671314_12655955.htm,临平新城文闲街与雪海路交汇处
临平新城迎宾路与望梅路交汇处,30,杭州市,杭州星滨置业有限公司,余售许字（2021）第ZJ02088号,2021-07-31,滨耀城,2021-07-31,住宅、商贸、写字楼,http://www.tmsf.com/newhouse/presell_330184_1254671314_12655846.htm,临平新城文闲街与雪海路交汇处
临平新城迎宾路与望梅路交汇处,"19,4,6,11,12,13,15",杭州市,杭州星滨置业有限公司,余售许字（2021）第ZJ02087号,2021-07-31,滨耀城,2021-07-31,住宅、商贸、写字楼,http://www.tmsf.com/newhouse/presell_330184_1254671314_12655743.htm,临平新城文闲街与雪海路交汇处
萧山区衙前文化体育中心南侧,"6,1,5",杭州市,杭州星漾置业有限公司,萧售许字（2021）第ZJ02095号,2021-07-30,樱漫里,2021-07-30,住宅,http://www.tmsf.com/newhouse/presell_330181_1504700436_25416976.htm,萧山区衙前文化体育中心南侧
萧山区新城路和彩虹快速路交汇处,"5,3",杭州市,杭州南光置业有限公司,萧售许字（2021）第ZJ02094号,2021-07-30,印虹滨府,2021-07-30,住宅,http://www.tmsf.com/newhouse/presell_330181_1358074800_25416832.htm,萧山区新城路和彩虹快速路交汇处
富阳区银湖街道美达路,34,杭州市,杭州祥生弘越房地产开发有限公司,富售许字（2021）第ZJ02093号,2021-07-30,银湖宸语公寓,2021-07-30,住宅,http://www.tmsf.com/newhouse/presell_330187_1254309010_4320472.htm,富阳区银湖街道美达路云湖城售楼部
富阳区富春街道秦望路与西堤路38弄交汇处,"13,14,12",杭州市,杭州秦茂置业有限公司,富售许字（2021）第ZJ02092号,2021-07-30,秦望府,2021-07-30,住宅,http://www.tmsf.com/newhouse/presell_330187_1363052510_4320489.htm,富阳区富春街道秦望路与西堤路38弄交汇处
富阳区春秋北路与文豪路交叉口（富阳银泰斜对面）,"1,3,4,2",杭州市,杭州绿城浙渊置业有限公司,富售许字（2021）第ZJ02091号,2021-07-30,江上臻园,2021-07-30,住宅,http://www.tmsf.com/newhouse/presell_330187_1536233717_4320329.htm,富阳区春秋北路442号绿城中国（富阳）营销展示中心
